SRA Accession,RECEIPT,TRAVEL,SNP,lat ,lon,Discrepancy Lat/Lon,Country,Region,Sub-region,RECEIPT_datetime,Cluster
SRR5193549,2016-05-25,Slovenia,1.1.313.1277.2193.2688.4705,46.151241,14.995463,0.0,Slovenia,Europe,Southern Europe,2016-05-25,22
SRR5220667,2016-06-21,Russian federation,1.1.320.1296.2225.2746.4865,#N/A,#N/A,1.0,Russian federation,Europe,Eastern Europe,2016-06-21,23
SRR7275009,2018-02-16,,1.1.320.2472.3442.4533.9487,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-02-16,23
SRR7850546,2018-07-20,Russian federation,1.1.320.1296.3634.4875.10506,#N/A,#N/A,1.0,Russian federation,Europe,Eastern Europe,2018-07-20,23
SRR5216186,2016-06-27,Thailand,1.1.322.1300.2235.2764.4915,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2016-06-27,24
SRR6900347,2016-08-17,United Arab Emirates,1.1.327.1316.2276.2825.5178,23.424076,53.847818,0.0,United Arab Emirates,Asia,Western Asia,2016-08-17,25
SRR6900857,2016-08-10,,1.1.327.1316.2276.2825.5106,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-08-10,25
SRR6920130,2016-08-11,Egypt,1.1.329.1318.2284.2836.5130,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2016-08-11,26
SRR6922702,2017-06-13,,1.1.333.103.103.548.5035,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-13,27
SRR8503748,2018-03-20,Morocco,1.1.333.103.103.2119.9727,31.791702,-7.09262,0.0,Morocco,Africa,Northern Africa,2018-03-20,27
SRR7469064,2015-06-16,Mexico,1.1.333.103.103.548.2943,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-06-16,27
SRR6900308,2016-11-11,,1.1.333.103.103.670.6286,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-11,27
SRR7351319,2015-04-01,Mexico,1.1.333.103.103.548.637,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-04-01,27
SRR7343892,2015-04-02,,1.1.333.103.103.548.2516,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-04-02,27
SRR5193656,2016-10-27,Mexico,1.1.333.103.2561.3217.6126,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-10-27,27
SRR5220830,2016-03-22,,1.1.333.103.103.548.4533,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-03-22,27
SRR6920014,2017-06-15,Mexico,1.1.333.103.103.670.7538,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-06-15,27
SRR7350602,2018-04-13,Mexico,1.1.333.103.103.4682.9818,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-04-13,27
SRR7842506,2018-09-04,,1.1.333.103.103.670.11594,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-09-04,27
SRR5193227,2016-09-21,,1.1.333.103.103.548.5712,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-21,27
SRR6922700,2017-10-09,,1.1.333.103.103.548.8604,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-09,27
SRR5216448,2015-10-09,,1.1.333.103.103.548.3828,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-09,27
SRR7456781,2018-02-14,Mexico,1.1.333.103.103.2119.9479,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-02-14,27
SRR7458549,2018-02-14,Mexico,1.1.333.103.103.670.9474,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-02-14,27
SRR5220888,2015-10-08,Mexico,1.1.333.103.103.548.3793,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-08,27
SRR5216463,2015-08-11,,1.1.333.103.103.2119.3287,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-08-11,27
SRR5216562,2016-03-03,Mexico,1.1.333.103.103.548.4481,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-03-03,27
SRR6919279,2016-07-21,Mexico,1.1.333.103.1992.2387.5002,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-07-21,27
SRR1960181,2014-12-09,Mexico,1.1.333.103.103.548.2165,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2014-12-09,27
SRR5216312,2016-12-30,South American continent,1.1.333.103.103.548.6740,#N/A,#N/A,1.0,NA,Americas,Southern America,2016-12-30,27
SRR6922073,2017-08-18,Mexico,1.1.333.103.103.548.8186,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-08-18,27
SRR5215780,2016-11-22,,1.1.333.103.103.548.5035,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-22,27
SRR5193787,2016-09-23,Mexico,1.1.333.103.103.548.5744,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-23,27
SRR5215626,2016-03-03,,1.1.333.103.103.548.4478,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-03-03,27
SRR7275078,2018-05-21,,1.1.333.103.103.2119.9972,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-05-21,27
SRR5194318,2016-07-12,Mexico,1.1.333.103.103.548.4980,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-07-12,27
SRR5215808,2016-09-23,Mexico,1.1.333.103.1992.2387.5788,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-23,27
SRR8087208,2018-10-08,Mexico,1.1.333.103.4016.5636.12091,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-10-08,27
SRR3284771,2015-06-22,Mexico,1.1.333.103.103.548.2917,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-06-22,27
SRR7275014,2018-05-23,Mexico,1.1.333.103.103.2119.10014,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-05-23,27
SRR8705986,2015-10-22,,1.1.333.103.103.548.2917,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-22,27
SRR5216315,2016-07-26,,1.1.333.103.1992.2387.5002,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-07-26,27
SRR7892320,2015-10-23,,1.1.333.103.103.548.3632,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-23,27
SRR5194137,2016-04-11,Mexico,1.1.333.103.103.548.4577,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-04-11,27
SRR3285386,2015-10-23,Mexico,1.1.333.103.1992.2387.3906,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-23,27
SRR6900181,2016-09-20,Mexico,1.1.333.103.103.548.5757,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-20,27
SRR5193608,2015-06-23,,1.1.333.103.103.670.2967,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-06-23,27
SRR8503884,2018-03-26,,1.1.333.103.103.2119.9755,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-03-26,27
SRR1966381,2014-06-19,,1.1.333.103.103.670.820,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-19,27
SRR5193620,2016-07-25,Mexico,1.1.333.103.103.548.5035,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-07-25,27
SRR3286930,2015-06-18,Mexico,1.1.333.103.103.548.2968,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-06-18,27
SRR1968409,2015-03-17,,1.1.333.103.103.548.1391,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-03-17,27
SRR8704853,2015-12-02,Mexico,1.1.333.103.103.548.4121,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-12-02,27
SRR6900111,2016-12-06,,1.1.333.103.103.548.6414,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-06,27
SRR1967270,2014-06-06,,1.1.333.103.103.103.103,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-06,27
SRR1966970,2015-02-03,Mexico,1.1.333.103.103.548.1813,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-02-03,27
SRR5193572,2016-09-27,Mexico,1.1.333.103.103.548.5035,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-27,27
SRR5193124,2016-11-04,,1.1.333.103.103.3265.6237,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-04,27
SRR8691689,2019-02-22,Guatemala,1.1.333.103.103.5834.12774,15.783471,-90.230759,0.0,Guatemala,Americas,Latin America and the Caribbean,2019-02-22,27
SRR7350745,2018-03-20,,1.1.333.103.3512.4637.9726,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-03-20,27
SRR5220446,2016-04-19,,1.1.333.103.103.548.4608,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-04-19,27
SRR5194034,2015-12-31,Mexico,1.1.333.103.103.548.4239,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-12-31,27
SRR6919492,2017-08-23,,1.1.333.103.103.548.8172,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-23,27
SRR7216057,2018-03-08,Mexico,1.1.333.103.103.670.9684,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-03-08,27
SRR7204609,2018-04-05,Mexico,1.1.333.103.103.2119.9766,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-04-05,27
SRR6898867,2017-06-13,Mexico,1.1.333.103.103.670.7538,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-06-13,27
SRR1960211,2014-11-13,Mexico,1.1.333.103.103.548.1391,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2014-11-13,27
SRR5220663,2015-12-15,South American continent,1.1.333.103.103.670.4206,#N/A,#N/A,1.0,NA,Americas,Southern America,2015-12-15,27
SRR6918572,2017-08-17,Germany,1.1.333.103.103.4033.8130,51.165691,10.451526,0.0,Germany,Europe,Western Europe,2017-08-17,27
SRR5216036,2016-11-01,Mexico,1.1.333.103.1992.2387.5002,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-11-01,27
SRR7426628,2015-10-07,Mexico,1.1.333.103.103.548.3720,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-07,27
SRR5216429,2016-03-30,,1.1.333.103.103.548.1391,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-03-30,27
SRR1966216,2014-07-08,Mexico,1.1.333.103.103.548.1391,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2014-07-08,27
SRR6900340,2017-08-17,,1.1.333.103.103.548.8135,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-17,27
SRR5220696,2016-12-16,Mexico,1.1.333.103.103.670.6523,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-12-16,27
SRR8509201,2018-03-20,,1.1.333.103.3512.4637.9726,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-03-20,27
SRR8509429,2018-03-12,Mexico,1.1.333.103.103.2119.9479,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-03-12,27
SRR5193925,2016-11-29,Mexico,1.1.333.103.103.670.5940,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-11-29,27
SRR6898885,2016-06-27,Mexico,1.1.333.103.1992.2757.4891,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-06-27,27
SRR6920106,2016-09-22,Mexico,1.1.333.103.1992.2387.5790,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-22,27
SRR6899309,2016-09-22,Unknown Destination,1.1.333.103.103.670.5760,#N/A,#N/A,1.0,NA,,,2016-09-22,27
SRR5220699,2016-09-14,Mexico,1.1.333.103.103.548.5600,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-14,27
SRR1969829,2015-02-16,,1.1.333.103.103.1099.1464,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-02-16,27
SRR6919816,2016-09-01,Mexico,1.1.333.103.103.548.5415,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-01,27
SRR8724944,2015-08-03,,1.1.333.103.103.548.2917,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-08-03,27
SRR8735145,2015-04-29,Unknown Destination,1.1.333.103.103.548.2751,#N/A,#N/A,1.0,NA,,,2015-04-29,27
SRR6897949,2017-05-09,Mexico,1.1.333.103.103.2119.7289,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-09,27
SRR5193245,2016-02-11,Mexico,1.1.333.103.103.2090.4416,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-02-11,27
SRR7187214,2018-01-16,,1.1.333.103.103.4033.9263,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-01-16,27
SRR6919918,2017-05-15,Mexico,1.1.333.103.103.548.7296,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-15,27
SRR6901093,2016-10-06,,1.1.333.103.103.548.5878,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-10-06,27
SRR5193382,2016-10-10,,1.1.333.103.103.548.5878,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-10-10,27
SRR5216403,2016-09-01,Mexico,1.1.333.103.1992.2387.5347,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-01,27
SRR7359016,2015-07-22,,1.1.333.103.103.670.3185,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-07-22,27
SRR7439410,2015-09-24,,1.1.333.103.103.548.3600,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-24,27
SRR7495532,2016-10-12,Mexico,1.1.333.103.103.670.4904,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-10-12,27
SRR6901088,2017-05-15,Mexico,1.1.333.103.1992.2387.7292,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-15,27
SRR5193577,2016-07-07,,1.1.333.103.103.670.4954,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-07-07,27
SRR7122569,2016-06-07,Mexico,1.1.333.103.103.548.4815,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-06-07,27
SRR3286685,2015-05-12,Mexico,1.1.333.103.103.548.5188,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-05-12,27
SRR5215543,2016-07-06,,1.1.333.103.103.548.4121,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-07-06,27
SRR6898835,2017-06-27,,1.1.333.103.103.670.7667,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-27,27
SRR8731025,2015-05-28,Mexico,1.1.333.103.103.670.2850,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-05-28,27
SRR5215644,2015-11-02,,1.1.333.103.103.548.3828,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-11-02,27
SRR3286860,2015-05-27,Mexico,1.1.333.103.103.548.5188,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-05-27,27
SRR5583832,2017-04-26,Mexico,1.1.333.103.103.548.5035,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-04-26,27
SRR6900868,2017-05-23,Mexico,1.1.333.103.2977.3770.7334,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-23,27
SRR7495515,2015-07-21,,1.1.333.103.103.548.3159,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-07-21,27
SRR8524667,2017-11-15,Mexico,1.1.333.103.103.2119.9016,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-11-15,27
SRR1966643,2015-03-05,,1.1.333.103.103.670.2227,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-03-05,27
SRR6901182,2017-05-19,,1.1.333.103.103.670.7330,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-05-19,27
SRR3284833,2015-09-14,,1.1.333.103.103.670.2227,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-14,27
SRR7962032,2016-06-06,Mexico,1.1.333.103.1992.2387.4854,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-06-06,27
SRR3284708,2015-10-27,,1.1.333.103.103.548.3936,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-27,27
SRR6900872,2017-10-17,,1.1.333.103.103.548.5035,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-17,27
SRR5193955,2016-08-17,,1.1.333.103.103.548.5166,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-08-17,27
SRR3284850,2015-10-29,Unknown Destination,1.1.333.103.103.548.1391,#N/A,#N/A,1.0,NA,,,2015-10-29,27
SRR1966960,2015-02-26,Mexico,1.1.333.103.103.670.1058,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-02-26,27
SRR6918569,2017-05-04,,1.1.333.103.103.2119.7242,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-05-04,27
SRR6901026,2016-08-24,,1.1.333.103.103.548.5206,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-08-24,27
SRR7350847,2017-12-12,,1.1.333.103.103.2119.9019,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-12-12,27
SRR5220217,2015-07-28,,1.1.333.103.103.2090.3214,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-07-28,27
SRR1965860,2014-08-04,,1.1.333.103.103.670.1439,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-04,27
SRR6924127,2017-09-28,Mexico,1.1.333.103.103.2119.8530,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-09-28,27
SRR1968209,2014-09-19,South American continent,1.1.333.103.103.670.820,#N/A,#N/A,1.0,NA,Americas,Southern America,2014-09-19,27
SRR3284840,2015-09-23,Mexico,1.1.333.103.103.548.3600,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-09-23,27
SRR6900341,2017-03-28,Mexico,1.1.333.103.103.2119.7106,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-03-28,27
SRR5193389,2015-10-16,Mexico,1.1.333.103.103.548.3828,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-16,27
SRR6897821,2017-12-15,Mexico,1.1.333.103.103.2119.9038,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-12-15,27
SRR5220972,2016-08-30,United states,1.1.333.103.103.548.5359,37.09024,-95.712891,0.0,United states,Americas,Northern America,2016-08-30,27
SRR6922117,2017-10-18,,1.1.333.103.103.548.8682,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-18,27
SRR1966223,2014-08-04,,1.1.333.103.103.548.1391,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-04,27
SRR6922090,2016-06-30,Mexico,1.1.333.103.103.670.4904,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-06-30,27
SRR5193043,2016-02-08,Middle East (region),1.1.333.103.103.670.4404,#N/A,#N/A,1.0,NA,Asia,,2016-02-08,27
SRR6920474,2017-10-02,,1.1.333.103.103.2119.8573,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-02,27
SRR1966236,2014-08-01,Mexico,1.1.333.103.103.548.2639,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2014-08-01,27
SRR5220215,2016-06-09,,1.1.333.103.103.548.4799,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-06-09,27
SRR1965348,2014-08-04,Mexico,1.1.333.103.103.548.1738,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2014-08-04,27
SRR5193965,2016-08-31,Mexico,1.1.333.103.103.548.5035,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-08-31,27
SRR3286614,2015-04-22,,1.1.333.103.103.548.2710,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-04-22,27
SRR5215512,2015-10-20,Mexico,1.1.333.103.103.548.3871,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-20,27
SRR5220460,2015-09-23,Mexico,1.1.333.103.103.548.3632,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-09-23,27
SRR5215876,2016-08-15,,1.1.333.103.103.548.5035,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-08-15,27
SRR5193814,2016-02-05,Mexico,1.1.333.103.103.548.4407,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-02-05,27
SRR3049478,2014-09-03,Mexico,1.1.333.103.103.670.820,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2014-09-03,27
SRR5193735,2016-02-16,Middle East (region),1.1.333.103.103.670.4428,#N/A,#N/A,1.0,NA,Asia,,2016-02-16,27
SRR5216601,2016-07-07,,1.1.333.103.103.670.4929,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-07-07,27
SRR7163836,2018-01-04,Mexico,1.1.333.103.103.548.9181,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-01-04,27
SRR5193519,2016-01-07,,1.1.333.103.103.548.4239,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-07,27
SRR5193251,2015-10-28,,1.1.333.103.103.548.3927,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-28,27
SRR6900917,2016-08-02,,1.1.333.103.103.548.5035,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-08-02,27
SRR5220206,2016-05-09,,1.1.333.103.103.548.4647,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-05-09,27
SRR3286852,2015-06-09,Mexico,1.1.333.103.103.548.2917,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-06-09,27
SRR6900640,2016-05-03,Mexico,1.1.333.103.103.2119.4731,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-05-03,27
SRR7349202,2015-06-09,Mexico,1.1.333.103.103.670.2906,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-06-09,27
SRR6922558,2016-10-04,Mexico,1.1.333.103.103.548.5878,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-10-04,27
SRR5193896,2015-09-15,Mexico,1.1.333.103.103.548.3617,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-09-15,27
SRR6918882,2016-09-07,Mexico,1.1.333.103.103.670.5546,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-07,27
SRR8705999,2015-10-05,Mexico,1.1.333.103.103.670.3717,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-05,27
SRR7159848,2018-02-05,,1.1.333.103.103.4443.9343,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-02-05,27
SRR6900311,2017-05-02,Mexico,1.1.333.103.103.670.7217,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-02,27
SRR5193579,2016-01-07,,1.1.333.103.103.548.4239,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-07,27
SRR7475419,2015-04-22,Mexico,1.1.333.103.103.548.2687,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-04-22,27
SRR5584551,2017-05-02,Mexico,1.1.333.103.103.548.5035,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-02,27
SRR3286584,2015-04-22,Unknown Destination,1.1.333.103.103.548.2707,#N/A,#N/A,1.0,NA,,,2015-04-22,27
SRR6900331,2016-01-07,,1.1.333.103.103.548.4239,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-07,27
SRR6900342,2016-05-04,Mexico,1.1.333.103.103.670.4652,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-05-04,27
SRR6922075,2016-10-05,Mexico,1.1.333.103.103.670.5882,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-10-05,27
SRR6897790,2017-05-31,Cuba,1.1.333.103.103.548.5035,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2017-05-31,27
SRR7998240,2018-09-26,Mexico,1.1.333.103.103.670.11844,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-09-26,27
SRR5220664,2017-01-11,Mexico,1.1.333.103.1992.2757.6854,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-01-11,27
SRR1968345,2014-07-18,,1.1.333.103.103.670.1439,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-18,27
SRR5216549,2016-04-27,,1.1.333.103.103.548.4577,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-04-27,27
SRR5216172,2016-09-09,Mexico,1.1.333.103.103.670.4904,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-09-09,27
SRR5584016,2017-05-08,Mexico,1.1.333.103.103.548.7204,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-05-08,27
SRR1968641,2015-01-29,Mexico,1.1.333.103.103.548.2648,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-01-29,27
SRR5194145,2016-05-11,,1.1.333.103.103.670.4652,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-05-11,27
SRR7885294,2018-04-25,,1.1.333.103.2561.4701.9868,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-04-25,27
SRR6900084,2017-09-26,Mexico,1.1.333.103.103.4147.8503,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-09-26,27
SRR7439504,2018-06-14,Mexico,1.1.333.103.103.4777.10125,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-06-14,27
SRR6900862,2016-05-16,Mexico,1.1.333.103.103.670.4652,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2016-05-16,27
SRR5193303,2015-10-14,Mexico,1.1.333.103.103.548.3823,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-14,27
SRR5632726,2017-04-24,Mexico,1.1.333.103.103.548.7204,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-04-24,27
SRR5220643,2015-10-01,Mexico,1.1.333.103.103.548.3632,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-01,27
